,Feature,num_feat_genes,num_feat_ids,GO,term,class,p,p_corr,n_genes,n_study,n_go,study_geneIDs
1201,Nuclei_Texture_Contrast_Mito_10_01_256,106,92,GO:0003723,RNA binding,molecular_function,1.8226848588648673e-17,7.963310148380606e-14,37,91,1389,"{84128, 6209, 134430, 10885, 84135, 92856, 57647, 10607, 84946, 6228, 51096, 23160, 57050, 6202, 65083, 128061, 5822, 6207}"
1202,Nuclei_Texture_Contrast_Mito_10_02_256,109,94,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.9395886158587843e-23,2.315674848473803e-19,17,93,72,"{134430, 55813, 56902, 10885, 4809, 92856, 6223, 57647, 6228, 51096, 23160, 57050, 6234, 65083, 128061, 5822, 102724159}"
1203,Nuclei_Texture_Contrast_Mito_10_02_256,109,94,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,8.299588858266599e-11,4.954439568942246e-07,7,93,27,"{134430, 55813, 56902, 10885, 4809, 92856, 6223, 57647, 6228, 51096, 23160, 57050, 6234, 65083, 128061, 5822, 102724159}"
1204,Nuclei_Texture_Contrast_Mito_10_02_256,109,94,GO:0006364,rRNA processing,biological_process,8.412203853251197e-10,3.3477767267988677e-06,10,93,115,"{134430, 55813, 56902, 10885, 4809, 92856, 6223, 57647, 6228, 51096, 23160, 57050, 6234, 65083, 128061, 5822, 102724159}"
1205,Nuclei_Texture_Contrast_Mito_10_02_256,109,94,GO:0032040,small-subunit processome,cellular_component,2.5275776113520736e-23,4.395457466141256e-20,17,93,74,"{134430, 55813, 56902, 10885, 4809, 92856, 6223, 57647, 6228, 51096, 23160, 57050, 6234, 65083, 128061, 5822, 102724159}"
1206,Nuclei_Texture_Contrast_Mito_10_02_256,109,94,GO:0034388,Pwp2p-containing subcomplex of 90S preribosome,cellular_component,3.4307667595623164e-14,2.983051697439434e-11,6,93,6,"{134430, 55813, 56902, 10885, 4809, 92856, 6223, 57647, 6228, 51096, 23160, 57050, 6234, 65083, 128061, 5822, 102724159}"
1207,Nuclei_Texture_Contrast_Mito_10_02_256,109,94,GO:0005730,nucleolus,cellular_component,1.3018083220815829e-09,7.546148906999576e-07,22,93,1357,"{134430, 55813, 56902, 10885, 4809, 92856, 6223, 57647, 6228, 51096, 23160, 57050, 6234, 65083, 128061, 5822, 102724159}"
1208,Nuclei_Texture_Contrast_Mito_10_02_256,109,94,GO:0003723,RNA binding,molecular_function,1.232755675583191e-10,5.385909546622961e-07,29,93,1389,"{134430, 55813, 56902, 10885, 4809, 92856, 6223, 57647, 6228, 51096, 23160, 57050, 6234, 65083, 128061, 5822, 102724159}"
1209,Nuclei_Texture_Contrast_Mito_10_03_256,65,59,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.949602552375915e-25,4.715430487281606e-21,16,59,72,"{84128, 6209, 10885, 6217, 23160, 92856, 57647, 6223, 10607, 6228, 51096, 57050, 6234, 65083, 134430, 102724159}"
1210,Nuclei_Texture_Contrast_Mito_10_03_256,65,59,GO:0006364,rRNA processing,biological_process,1.2694528393457236e-16,7.577998724474298e-13,13,59,115,"{84128, 6209, 10885, 6217, 23160, 92856, 57647, 6223, 10607, 6228, 51096, 57050, 6234, 65083, 134430, 102724159}"
1211,Nuclei_Texture_Contrast_Mito_10_03_256,65,59,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,3.401170186363326e-10,1.3535523618330583e-06,6,59,27,"{84128, 6209, 10885, 6217, 23160, 92856, 57647, 6223, 10607, 6228, 51096, 57050, 6234, 65083, 134430, 102724159}"
1212,Nuclei_Texture_Contrast_Mito_10_03_256,65,59,GO:0032040,small-subunit processome,cellular_component,5.097777648152627e-23,8.865035330137418e-20,15,59,74,"{84128, 6209, 10885, 6217, 23160, 92856, 57647, 6223, 10607, 6228, 51096, 57050, 6234, 65083, 134430, 102724159}"
1213,Nuclei_Texture_Contrast_Mito_10_03_256,65,59,GO:0005730,nucleolus,cellular_component,5.443175425382441e-11,4.732841032370032e-08,19,59,1357,"{84128, 6209, 10885, 6217, 23160, 92856, 57647, 6223, 10607, 6228, 51096, 57050, 6234, 65083, 134430, 102724159}"
1214,Nuclei_Texture_Contrast_Mito_10_03_256,65,59,GO:0005654,nucleoplasm,cellular_component,1.6647390233181415e-09,9.649937205167493e-07,35,59,3887,"{84128, 6209, 10885, 6217, 23160, 92856, 57647, 6223, 10607, 6228, 51096, 57050, 6234, 65083, 134430, 102724159}"
1215,Nuclei_Texture_Contrast_Mito_10_03_256,65,59,GO:0034388,Pwp2p-containing subcomplex of 90S preribosome,cellular_component,2.5657998805376218e-09,1.1154814980637311e-06,4,59,6,"{84128, 6209, 10885, 6217, 23160, 92856, 57647, 6223, 10607, 6228, 51096, 57050, 6234, 65083, 134430, 102724159}"
1216,Nuclei_Texture_Contrast_Mito_10_03_256,65,59,GO:0022627,cytosolic small ribosomal subunit,cellular_component,5.107913578521835e-09,1.776532342609894e-06,6,59,42,"{84128, 6209, 10885, 6217, 23160, 92856, 57647, 6223, 10607, 6228, 51096, 57050, 6234, 65083, 134430, 102724159}"
1217,Nuclei_Texture_Contrast_Mito_10_03_256,65,59,GO:0003723,RNA binding,molecular_function,1.1814107332471057e-14,5.161583493556605e-11,27,59,1389,"{84128, 6209, 10885, 6217, 23160, 92856, 57647, 6223, 10607, 6228, 51096, 57050, 6234, 65083, 134430, 102724159}"
1218,Nuclei_Texture_Contrast_Mito_5_01_256,76,68,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.6744419952064774e-20,3.193016298077014e-16,14,67,72,"{55813, 10885, 84135, 5822, 23160, 57647, 10607, 84946, 6228, 92856, 57050, 65083, 128061, 134430}"
1219,Nuclei_Texture_Contrast_Mito_5_01_256,76,68,GO:0032040,small-subunit processome,cellular_component,2.2940311910200745e-18,3.98932024118391e-15,13,67,74,"{55813, 10885, 84135, 5822, 23160, 57647, 10607, 84946, 6228, 92856, 57050, 65083, 128061, 134430}"
1220,Nuclei_Texture_Contrast_Mito_5_01_256,76,68,GO:0034388,Pwp2p-containing subcomplex of 90S preribosome,cellular_component,4.317583188007811e-09,2.7130010348851607e-06,4,67,6,"{55813, 10885, 84135, 5822, 23160, 57647, 10607, 84946, 6228, 92856, 57050, 65083, 128061, 134430}"
1221,Nuclei_Texture_Contrast_Mito_5_01_256,76,68,GO:0005730,nucleolus,cellular_component,4.680277806012353e-09,2.7130010348851607e-06,18,67,1357,"{55813, 10885, 84135, 5822, 23160, 57647, 10607, 84946, 6228, 92856, 57050, 65083, 128061, 134430}"
1222,Nuclei_Texture_Contrast_Mito_5_01_256,76,68,GO:0005654,nucleoplasm,cellular_component,8.834996338600967e-09,3.841014658206771e-06,37,67,3887,"{55813, 10885, 84135, 5822, 23160, 57647, 10607, 84946, 6228, 92856, 57050, 65083, 128061, 134430}"
1223,Nuclei_Texture_Contrast_Mito_5_01_256,76,68,GO:0003723,RNA binding,molecular_function,1.2191232944891828e-09,5.3263496736232395e-06,23,67,1389,"{55813, 10885, 84135, 5822, 23160, 57647, 10607, 84946, 6228, 92856, 57050, 65083, 128061, 134430}"
1224,Nuclei_Texture_Contrast_Phalloidin_10_01_256,35,34,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.6774679327708267e-18,2.00272896493509e-14,11,34,72,"{6208, 10436, 55813, 10885, 27340, 23160, 6228, 6229, 92856, 65083, 5822}"
1225,Nuclei_Texture_Contrast_Phalloidin_10_01_256,35,34,GO:0032040,small-subunit processome,cellular_component,1.9773232106736666e-18,3.4385650633615062e-15,11,34,74,"{6208, 10436, 55813, 10885, 27340, 23160, 6228, 6229, 92856, 65083, 5822}"
1226,Nuclei_Texture_Contrast_Phalloidin_10_03_256,37,34,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.291017676663422e-10,1.5413460041684598e-06,7,34,72,"{55813, 56902, 10885, 6193, 6228, 23160, 9277}"
1227,Nuclei_Texture_Contrast_Phalloidin_10_03_256,37,34,GO:0032040,small-subunit processome,cellular_component,1.980982964153123e-12,3.4449293746622806e-09,8,34,74,"{55813, 56902, 10885, 6193, 6228, 23160, 9277}"
1228,Nuclei_Texture_Contrast_WGA_10_01_256,228,189,GO:0048208,COPII vesicle coating,biological_process,1.287925520931309e-10,1.5376542794398898e-06,8,186,24,"{10016, 51399, 51693, 126003, 58485, 27095, 553115, 22878}"
1229,Nuclei_Texture_Contrast_WGA_10_01_256,228,189,GO:1990072,TRAPPIII protein complex,cellular_component,2.079180244555088e-09,3.615694445281298e-06,6,186,12,"{10016, 51399, 51693, 126003, 58485, 27095, 553115, 22878}"
1230,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,124,114,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.4391782525283014e-15,2.912134915693539e-11,13,113,72,"{55813, 10171, 84135, 25983, 55781, 27340, 6230, 10199, 23160, 57050, 65083, 5822, 134430}"
1231,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,124,114,GO:0005654,nucleoplasm,cellular_component,7.623305946572564e-20,1.325692904108969e-16,71,113,3887,"{55813, 10171, 84135, 25983, 55781, 27340, 6230, 10199, 23160, 57050, 65083, 5822, 134430}"
1232,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,124,114,GO:0032040,small-subunit processome,cellular_component,9.998070739826901e-14,8.693322508279491e-11,12,113,74,"{55813, 10171, 84135, 25983, 55781, 27340, 6230, 10199, 23160, 57050, 65083, 5822, 134430}"
1233,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,124,114,GO:0016592,mediator complex,cellular_component,1.6664324849331094e-10,9.659753637662259e-08,8,113,38,"{55813, 10171, 84135, 25983, 55781, 27340, 6230, 10199, 23160, 57050, 65083, 5822, 134430}"
1234,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,124,114,GO:0070847,core mediator complex,cellular_component,4.512047968816834e-10,1.9616128544431185e-07,7,113,26,"{55813, 10171, 84135, 25983, 55781, 27340, 6230, 10199, 23160, 57050, 65083, 5822, 134430}"
1235,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,124,114,GO:0005730,nucleolus,cellular_component,1.2304862581206208e-08,4.279631205743519e-06,23,113,1357,"{55813, 10171, 84135, 25983, 55781, 27340, 6230, 10199, 23160, 57050, 65083, 5822, 134430}"
1236,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_01_256,124,114,GO:0003723,RNA binding,molecular_function,9.66099343588772e-12,4.220888032139345e-08,34,113,1389,"{55813, 10171, 84135, 25983, 55781, 27340, 6230, 10199, 23160, 57050, 65083, 5822, 134430}"
1237,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_02_256,363,324,GO:0042274,ribosomal small subunit biogenesis,biological_process,7.92275674599598e-31,9.4589792790446e-27,29,323,72,"{55813, 4869, 83732, 27292, 134430, 84128, 84135, 88745, 57647, 64434, 92856, 65083, 10171, 91582, 9790, 5822, 4809, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
1238,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_02_256,363,324,GO:0006364,rRNA processing,biological_process,4.523135990325942e-16,2.7000860294250715e-12,22,323,115,"{55813, 4869, 83732, 27292, 134430, 84128, 84135, 88745, 57647, 64434, 92856, 65083, 10171, 91582, 9790, 5822, 4809, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
1239,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_02_256,363,324,GO:0000462,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",biological_process,7.21674887285298e-13,2.8720254930997245e-09,11,323,27,"{55813, 4869, 83732, 27292, 134430, 84128, 84135, 88745, 57647, 64434, 92856, 65083, 10171, 91582, 9790, 5822, 4809, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
1240,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_02_256,363,324,GO:2000234,positive regulation of rRNA processing,biological_process,1.54050255709465e-10,4.598015007288257e-07,7,323,10,"{55813, 4869, 83732, 27292, 134430, 84128, 84135, 88745, 57647, 64434, 92856, 65083, 10171, 91582, 9790, 5822, 4809, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
1241,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_02_256,363,324,GO:0005654,nucleoplasm,cellular_component,1.4369797410768475e-32,2.498907769732638e-29,171,323,3887,"{55813, 4869, 83732, 27292, 134430, 84128, 84135, 88745, 57647, 64434, 92856, 65083, 10171, 91582, 9790, 5822, 4809, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
1242,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_02_256,363,324,GO:0032040,small-subunit processome,cellular_component,3.5429277530393584e-23,3.0805756812677224e-20,24,323,74,"{55813, 4869, 83732, 27292, 134430, 84128, 84135, 88745, 57647, 64434, 92856, 65083, 10171, 91582, 9790, 5822, 4809, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
1243,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_02_256,363,324,GO:0005730,nucleolus,cellular_component,2.206553755809775e-20,1.2790656604510664e-17,63,323,1357,"{55813, 4869, 83732, 27292, 134430, 84128, 84135, 88745, 57647, 64434, 92856, 65083, 10171, 91582, 9790, 5822, 4809, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
1244,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_02_256,363,324,GO:0005634,nucleus,cellular_component,9.704845862788247e-09,4.21918173884719e-06,147,323,5616,"{55813, 4869, 83732, 27292, 134430, 84128, 84135, 88745, 57647, 64434, 92856, 65083, 10171, 91582, 9790, 5822, 4809, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
1245,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_02_256,363,324,GO:0003723,RNA binding,molecular_function,6.143647964283477e-25,2.684159795595451e-21,88,323,1389,"{55813, 4869, 83732, 27292, 134430, 84128, 84135, 88745, 57647, 64434, 92856, 65083, 10171, 91582, 9790, 5822, 4809, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
1246,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_02_256,363,324,GO:0005515,protein binding,molecular_function,8.330901545223285e-10,1.8198854425540265e-06,268,323,12647,"{55813, 4869, 83732, 27292, 134430, 84128, 84135, 88745, 57647, 64434, 92856, 65083, 10171, 91582, 9790, 5822, 4809, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 10607, 23160, 25983}"
1247,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,160,151,GO:0042274,ribosomal small subunit biogenesis,biological_process,5.827394336553308e-11,6.957326098410995e-07,11,150,72,"{91582, 55813, 84135, 92856, 51406, 23160, 57050, 10171, 27292, 5822, 134430}"
1248,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,160,151,GO:0005654,nucleoplasm,cellular_component,2.447107752646331e-21,4.25552038185197e-18,88,150,3887,"{91582, 55813, 84135, 92856, 51406, 23160, 57050, 10171, 27292, 5822, 134430}"
1249,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,160,151,GO:0032040,small-subunit processome,cellular_component,6.822996845658599e-11,5.932595757300152e-08,11,150,74,"{91582, 55813, 84135, 92856, 51406, 23160, 57050, 10171, 27292, 5822, 134430}"
1250,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,160,151,GO:0016592,mediator complex,cellular_component,1.6116486777826448e-09,9.342190168880065e-07,8,150,38,"{91582, 55813, 84135, 92856, 51406, 23160, 57050, 10171, 27292, 5822, 134430}"
1251,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_10_03_256,160,151,GO:0070847,core mediator complex,cellular_component,3.3047773733511373e-09,1.436751963064407e-06,7,150,26,"{91582, 55813, 84135, 92856, 51406, 23160, 57050, 10171, 27292, 5822, 134430}"
1252,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,348,312,GO:0042274,ribosomal small subunit biogenesis,biological_process,5.892565527011976e-17,7.035133982699599e-13,19,308,72,"{55813, 27292, 134430, 84128, 84135, 92856, 10171, 65083, 9277, 6210, 10436, 26574, 6223, 6230, 10199, 55127, 57050, 11103, 25983}"
1253,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,348,312,GO:0006364,rRNA processing,biological_process,3.319927856208484e-13,1.9818309337636546e-09,19,308,115,"{55813, 27292, 134430, 84128, 84135, 92856, 10171, 65083, 9277, 6210, 10436, 26574, 6223, 6230, 10199, 55127, 57050, 11103, 25983}"
1254,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,348,312,GO:1900264,positive regulation of DNA-directed DNA polymerase activity,biological_process,2.168828604679033e-11,8.631214903754324e-08,8,308,13,"{55813, 27292, 134430, 84128, 84135, 92856, 10171, 65083, 9277, 6210, 10436, 26574, 6223, 6230, 10199, 55127, 57050, 11103, 25983}"
1255,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,348,312,GO:0006261,DNA-templated DNA replication,biological_process,1.7311237273315526e-09,5.166971545152852e-06,9,308,28,"{55813, 27292, 134430, 84128, 84135, 92856, 10171, 65083, 9277, 6210, 10436, 26574, 6223, 6230, 10199, 55127, 57050, 11103, 25983}"
1256,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,348,312,GO:0005654,nucleoplasm,cellular_component,2.635108986847723e-29,4.58245452812819e-26,160,308,3887,"{55813, 27292, 134430, 84128, 84135, 92856, 10171, 65083, 9277, 6210, 10436, 26574, 6223, 6230, 10199, 55127, 57050, 11103, 25983}"
1257,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,348,312,GO:0005730,nucleolus,cellular_component,1.962532800711869e-19,1.70642227021897e-16,60,308,1357,"{55813, 27292, 134430, 84128, 84135, 92856, 10171, 65083, 9277, 6210, 10436, 26574, 6223, 6230, 10199, 55127, 57050, 11103, 25983}"
1258,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,348,312,GO:0032040,small-subunit processome,cellular_component,7.866295390186852e-17,4.559829227844979e-14,19,308,74,"{55813, 27292, 134430, 84128, 84135, 92856, 10171, 65083, 9277, 6210, 10436, 26574, 6223, 6230, 10199, 55127, 57050, 11103, 25983}"
1259,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,348,312,GO:0005634,nucleus,cellular_component,2.9042423700386297e-11,1.2626193703742943e-08,149,308,5616,"{55813, 27292, 134430, 84128, 84135, 92856, 10171, 65083, 9277, 6210, 10436, 26574, 6223, 6230, 10199, 55127, 57050, 11103, 25983}"
1260,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,348,312,GO:0032039,integrator complex,cellular_component,9.516721746839912e-09,3.309915823550921e-06,7,308,19,"{55813, 27292, 134430, 84128, 84135, 92856, 10171, 65083, 9277, 6210, 10436, 26574, 6223, 6230, 10199, 55127, 57050, 11103, 25983}"
1261,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_00_256,348,312,GO:0003723,RNA binding,molecular_function,1.639696339278259e-15,7.163833306306714e-12,70,308,1389,"{55813, 27292, 134430, 84128, 84135, 92856, 10171, 65083, 9277, 6210, 10436, 26574, 6223, 6230, 10199, 55127, 57050, 11103, 25983}"
1262,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:0042274,ribosomal small subunit biogenesis,biological_process,3.9177979265282343e-20,4.677458944482059e-16,21,291,72,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1263,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:0006364,rRNA processing,biological_process,1.4135840079214115e-12,8.438389735286867e-09,18,291,115,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1264,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:2000234,positive regulation of rRNA processing,biological_process,7.407684167034285e-11,2.9480113756740775e-07,7,291,10,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1265,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:0005654,nucleoplasm,cellular_component,8.508442787228899e-30,1.4796182006991055e-26,155,291,3887,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1266,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:0005730,nucleolus,cellular_component,2.7313024969674764e-17,2.3748675211132208e-14,55,291,1357,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1267,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:0032040,small-subunit processome,cellular_component,1.0223167234756027e-14,5.9260292737469106e-12,17,291,74,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1268,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:0071162,CMG complex,cellular_component,1.540878057983369e-08,4.7455891790006215e-06,6,291,11,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1269,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:0005634,nucleus,cellular_component,1.6326334765359735e-08,4.7455891790006215e-06,134,291,5616,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1270,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:0016592,mediator complex,cellular_component,1.6373510680853207e-08,4.7455891790006215e-06,9,291,38,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1271,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:0003723,RNA binding,molecular_function,1.376957331279779e-13,6.015926580361354e-10,64,291,1389,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1272,Nuclei_Texture_DifferenceEntropy_DAPI_Painting_5_02_256,323,293,GO:0005515,protein binding,molecular_function,1.7180087544221263e-09,3.752990124035135e-06,243,291,12647,"{55813, 83732, 27292, 134430, 84128, 84135, 64434, 92856, 10171, 65083, 9790, 27340, 6223, 84946, 6230, 55127, 10199, 57050, 11103, 55781, 23160}"
1273,Nuclei_Texture_DifferenceEntropy_Mito_10_01_256,86,77,GO:0042274,ribosomal small subunit biogenesis,biological_process,1.8221036048539934e-19,2.175409493835183e-15,14,76,72,"{84128, 10885, 84135, 23160, 92856, 57647, 10607, 6228, 10199, 51096, 57050, 6202, 65083, 134430}"
1274,Nuclei_Texture_DifferenceEntropy_Mito_10_01_256,86,77,GO:0006364,rRNA processing,biological_process,1.095891339234674e-10,6.541923349561387e-07,10,76,115,"{84128, 10885, 84135, 23160, 92856, 57647, 10607, 6228, 10199, 51096, 57050, 6202, 65083, 134430}"
1275,Nuclei_Texture_DifferenceEntropy_Mito_10_01_256,86,77,GO:0032040,small-subunit processome,cellular_component,2.25364988999101e-19,3.919097158694366e-16,14,76,74,"{84128, 10885, 84135, 23160, 92856, 57647, 10607, 6228, 10199, 51096, 57050, 6202, 65083, 134430}"
1276,Nuclei_Texture_DifferenceEntropy_Mito_10_01_256,86,77,GO:0005730,nucleolus,cellular_component,1.800152221002912e-11,1.5652323561620322e-08,22,76,1357,"{84128, 10885, 84135, 23160, 92856, 57647, 10607, 6228, 10199, 51096, 57050, 6202, 65083, 134430}"
1277,Nuclei_Texture_DifferenceEntropy_Mito_10_03_256,121,108,GO:0042274,ribosomal small subunit biogenesis,biological_process,4.844431847674476e-19,5.783767182938557e-15,15,105,72,"{84128, 10885, 56902, 84135, 4809, 92856, 57647, 10607, 6228, 10199, 23160, 57050, 65083, 128061, 134430}"
1278,Nuclei_Texture_DifferenceEntropy_Mito_10_03_256,121,108,GO:0032040,small-subunit processome,cellular_component,6.0866605735640165e-19,1.0584702737427825e-15,15,105,74,"{84128, 10885, 56902, 84135, 4809, 92856, 57647, 10607, 6228, 10199, 23160, 57050, 65083, 128061, 134430}"
1279,Nuclei_Texture_DifferenceEntropy_Mito_10_03_256,121,108,GO:0003723,RNA binding,molecular_function,5.133697328861718e-12,2.2429123629796847e-08,33,105,1389,"{84128, 10885, 56902, 84135, 4809, 92856, 57647, 10607, 6228, 10199, 23160, 57050, 65083, 128061, 134430}"
1280,Nuclei_Texture_DifferenceEntropy_Phalloidin_10_00_256,49,41,GO:0032040,small-subunit processome,cellular_component,4.843118435429498e-10,8.422182959211897e-07,7,40,74,"{10436, 55813, 57647, 79954, 6228, 23160, 65083}"
1281,Nuclei_Texture_DifferenceEntropy_Phalloidin_10_01_256,65,60,GO:0042274,ribosomal small subunit biogenesis,biological_process,8.741276537221433e-14,1.0436210057788668e-09,10,59,72,"{6208, 10436, 55813, 10885, 56902, 92856, 6223, 6228, 23160, 65083}"
1282,Nuclei_Texture_DifferenceEntropy_Phalloidin_10_01_256,65,60,GO:0032040,small-subunit processome,cellular_component,1.7706917883902465e-15,3.0792330200106385e-12,11,59,74,"{6208, 10436, 55813, 10885, 56902, 92856, 6223, 6228, 23160, 65083}"
1283,Nuclei_Texture_DifferenceVariance_DAPI_Painting_10_00_256,368,335,GO:0042274,ribosomal small subunit biogenesis,biological_process,2.5730698273970932e-20,3.07198806692939e-16,22,331,72,"{55813, 4869, 83732, 84128, 84135, 88745, 64434, 55226, 65083, 10171, 5822, 9790, 10436, 26574, 84946, 6230, 55127, 10199, 57050, 10607, 23160, 25983}"
1284,Nuclei_Texture_DifferenceVariance_DAPI_Painting_10_00_256,368,335,GO:0005654,nucleoplasm,cellular_component,1.1361830923647701e-29,1.9758223976223352e-26,169,331,3887,"{55813, 4869, 83732, 84128, 84135, 88745, 64434, 55226, 65083, 10171, 5822, 9790, 10436, 26574, 84946, 6230, 55127, 10199, 57050, 10607, 23160, 25983}"
1285,Nuclei_Texture_DifferenceVariance_DAPI_Painting_10_00_256,368,335,GO:0005730,nucleolus,cellular_component,9.21917770208087e-15,8.016075011959317e-12,55,331,1357,"{55813, 4869, 83732, 84128, 84135, 88745, 64434, 55226, 65083, 10171, 5822, 9790, 10436, 26574, 84946, 6230, 55127, 10199, 57050, 10607, 23160, 25983}"
